,subject_id,data.the-radio-source-is-showing-extended-morphology,data.yes-there-seem-to-be-associated-regions-close-to-the-central-source,data.no-nearby-marked-regions-seem-associated-with-the-central-source,flag_optical_counterpart,flag_rad_extended,flag_rad_point,classifications_count,LCurl
162,91319400,0.0,0.0,0.0,0.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/d76c9875-0fe0-43a3-abcb-3b11a1563f89.png
163,91319403,0.0,0.0,0.0,0.0,0.0,1.0,6,https://panoptes-uploads.zooniverse.org/subject_location/8fc0fa8d-8743-43fe-a4cb-666da648bfa8.png
164,91319409,0.0,0.0,0.0,1.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/ba4d32bb-2829-4f6f-b761-e63747a49dcc.png
165,91319414,0.0,0.0,0.0,1.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/c9c71760-cc09-4a04-9648-b383299cef40.png
166,91319417,0.0,0.0,0.0,0.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/0c65d678-defc-49a3-a777-3acaf08b2b9d.png
167,91319419,0.0,0.0,0.0,1.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/886762c2-f2ac-4e8f-91e8-145554540ba9.png
168,91319421,0.0,0.0,0.0,0.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/76a57b6b-20c9-4f6d-a71f-eddfba5b7d82.png
169,91319422,0.0,0.0,0.0,1.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/76fecd23-d23c-471d-82dd-a5bec5829b90.png
170,91319424,0.0,0.0,0.0,1.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/9636d87f-891b-4e26-8b29-d8f60b70fcce.png
171,91319426,0.0,0.0,0.0,0.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/64fc8863-34cc-404e-8da2-0043b131ba29.png
172,91319429,0.0,0.0,0.0,1.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/31e172fb-583c-4770-a824-ce6cff6b05c1.png
173,91319430,0.0,0.0,0.0,0.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/f0be5391-e192-48ae-876e-a18a859dd619.png
174,91319431,0.0,0.0,0.0,1.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/e7926858-dbc2-4d87-9c02-e52dc7e95598.png
175,91319432,0.0,0.0,0.0,0.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/5e68820d-56a4-4490-8f6c-29ee669af575.png
176,91319434,0.0,0.0,0.0,0.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/d2a8bd9d-3b94-44e3-9180-83a00eaf655e.png
177,91319437,0.0,0.0,0.0,0.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/16f36791-f10a-44da-bba7-f5d6d9eda2a4.png
178,91319438,0.0,0.0,0.0,1.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/76dc1041-d465-4668-a788-ebb19455255a.png
179,91319448,0.0,0.0,0.0,0.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/9e075b74-5641-4bab-9a0a-725c2a1adfe8.png
180,91319454,0.0,0.0,0.0,1.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/7e2712e6-2df4-4ce7-bf09-0629c6fc206a.png
181,91319455,0.0,0.0,0.0,1.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/5de8b047-4757-41a2-b2f8-d09cc5f72a5e.png
182,91319457,0.0,0.0,0.0,0.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/41749420-64ca-4733-92c6-01b1c37b8e7d.png
183,91319459,0.0,0.0,0.0,1.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/0be847b2-5896-497b-8b7c-1de0b5b1e48d.png
184,91319460,0.0,0.0,0.0,0.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/efd49c11-0a9e-4f6e-af38-2abe087fedc0.png
185,91319465,0.0,0.0,0.0,0.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/af402849-094b-461b-b6c0-28c16bc29b03.png
186,91319467,0.0,0.0,0.0,0.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/df5113da-78c4-4224-84db-98433ad71195.png
187,91319471,0.0,0.0,0.0,0.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/7622d446-b554-47c6-a32d-56f7cd230f74.png
188,91319473,0.0,0.0,0.0,0.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/9567bc6a-be3a-4e7c-b1d4-b911c0c27b53.png
189,91319480,0.0,0.0,0.0,0.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/0cf4dffd-5d48-4659-a30b-d20e96572fb9.png
190,91319481,0.0,0.0,0.0,1.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/30ede55c-52db-4e96-8002-9e131f45aca4.png
191,91319487,0.0,0.0,0.0,0.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/41fe8b23-4be1-43e5-a496-cd5738a07251.png
192,91319493,0.0,0.0,0.0,0.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/b494eef8-828b-4ff8-9c73-ff696cea1fd5.png
193,91319502,0.0,0.0,0.0,0.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/195a2d0e-d42f-467f-bcbd-80acdf841b86.png
194,91319509,0.0,0.0,0.0,1.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/95c8a499-d83b-4f83-9c84-5b2e2f31ffde.png
195,91319511,0.0,0.0,0.0,0.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/4ecde609-fc59-484d-b2b6-6b11c0f1c723.png
196,91319512,0.0,0.0,0.0,1.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/b80022c7-73d7-443b-af75-880cc117a8ca.png
197,91319514,0.0,0.0,0.0,1.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/1044329a-20a2-415b-83a9-d804a240b0e7.png
198,91319524,0.0,0.0,0.0,0.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/4133a434-f7b8-4063-a7a1-9575f1eab1cb.png
199,91319526,0.0,0.0,0.0,0.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/b16ee6fb-8f22-4a0d-96a6-bfb4764963de.png
200,91319533,0.0,0.0,0.0,0.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/11caa39f-5c95-4a16-9d44-870f94a8b258.png
201,91319539,0.0,0.0,0.0,1.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/26de1780-e0c8-4f2d-bf3e-79934aed16f6.png
202,91319541,0.0,0.0,0.0,0.0,0.0,1.0,6,https://panoptes-uploads.zooniverse.org/subject_location/429ecf33-a609-435e-b82e-4a540ee73567.png
203,91319551,0.0,0.0,0.0,1.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/b3ee25c4-2fc7-4fb7-a7e7-63eefb3b441f.png
204,91319560,0.0,0.0,0.0,0.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/a7a03877-a139-4332-8e01-f7c3ad2438e4.png
205,91319561,0.0,0.0,0.0,1.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/7a802ead-2feb-4e08-9853-34dd42a150f8.png
206,91319563,0.0,0.0,0.0,1.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/f36c2807-986a-4915-b39f-10159942e812.png
207,91319564,0.0,0.0,0.0,1.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/03bd77a1-2783-40cd-9768-6ce5cf2f0949.png
208,91319566,0.0,0.0,0.0,0.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/1580acb9-9558-4bd7-901e-271cb8deb3f9.png
209,91319568,0.0,0.0,0.0,1.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/084796b5-1cba-40e6-9909-e86809eee213.png
210,91319569,0.0,0.0,0.0,0.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/abfc8e0c-9a36-4dee-9d19-afd75956a7c3.png
211,91319584,0.0,0.0,0.0,0.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/bedaa283-2fe9-4bc8-b73f-937c4b97d580.png
212,91319587,1.0,0.0,1.0,1.0,0.0,1.0,6,https://panoptes-uploads.zooniverse.org/subject_location/35f10773-01a1-460f-b18e-18895861567a.png
213,91319590,0.0,0.0,0.0,0.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/b7a80ef3-d412-4989-9e3c-c342f9fc1ebd.png
214,91319592,0.0,0.0,0.0,0.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/58d163f2-85d2-4393-9d02-d8a4f376c1d7.png
215,91319594,0.0,0.0,0.0,0.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/5b956075-f7e0-4b81-a71b-15285f01af9a.png
